FECHA,ID_EXTERNO,NOMBRE,ALBUM,BANDA,ARTISTA,DURACION,GENERO,SUBGENERO,BANDAS_SIMILARES,TAGS,INSTRUMENTOS
10/15/20 01:39PM,306,Public-key uniform instruction set,Verde pálido,Cristóbal Cid Santamaria,Nayara Sarabia Coca,1:18,Orchestral,Bed,Abigail Calderon; Donna Rivera; Kevin Franco; Gabriel Lane PhD; Thomas Hart,Peaceful; Light; Happy; Calming; reflective; Hearfelt; Inspirational; Emotional; Love; Inspired; Uplifting; Feel Good,Synthesizer; Piano; Cello; Violin; Upright Bass
10/15/20 02:03PM,307,User-friendly stable orchestration,Verde primavera,Haydée Jáuregui Jódar,Francisca Garzón Ojeda,1:19,Orchestral,Bed,Erin Allen; Susan Spencer; Melissa Bailey; Sarah Bowers; Jesse Hunter,Relaxed; Inspired; Peaceful; reflective; Emotional; Light; Heartfelt; Love; Uplifting; Family; Motivational,Synthesizer; Piano; Drums; Cello; Violin; Cymbals; Upright Bass
10/15/20 05:13PM,308,Robust context-sensitive product,Marrón cuero,Juan Carlos Adadia,Bibiana Pinilla,1:34,Holiday,Christmas,David Medina; Stephen Skinner; Zachary Bishop; Andrea Smith; Emily Brown,Happy; Fun; Lively; Feel Good; holiays; Hallmark; Snow; Christmas; Cheer; Upbeat,Piano; Drums; Upright Bass; Glockenspiel; Vibraphone; Saxophone; Bells; Percussion; Brass
10/15/20 06:45PM,309,Quality-focused zero administration interface,Marrón madera rústica,Claudio Albino Fabra Gual,Armando Galán,1:05,Orchestral,Bed,  ,Relaxed; Peaceful; reflective; Emotional; Love; Calm; Uplifting; Inspired; Bright; Light; Holidays; Hallmark; Christmas; Winter,Piano; Bells; Cello; Violin; Strings; Upright Bass
10/16/20 03:55PM,310,Open-architected optimal frame,Gris,Eligia Llamas Menendez,Seve Jordán-Anaya,1:35,R&B,Motown,  ,Fun; Party; Cheer; Holidays; Christmas; Winter; halmark; Snow; Feel Good; Lively,Bass Guitar; Drums; Electric Guitar; Piano; Electric Piano; Brass Section; Glockenspiel; Bells; Percussion; Organ
10/19/20 10:22AM,311,Vision-oriented tangible middleware,Verde pálido,Cristóbal Cid Santamaria,Nayara Sarabia Coca,1:18,Orchestral,Contemporary,Matthew Lang Jr.; Justin Valenzuela; Michael Peterson; Robert Wilson; Bill Jones,Peace; Love; Happy; Cheer; Relaxed; Emotional; Holidays; Christmas; Winter; reflective; Calm; Snow,
10/20/20 02:41PM,312,Public-key eco-centric success,Rojo oscuro,Reyes Collado-Ferrera,Eusebia Colom Valcárcel,2:33,Hip Hop,None,Carolyn Harris; Lisa Romero; Kayla Smith; Robert Wilson; Adrian Holmes,Groovy; Edgy; Dynamic; Fun; Upbeat; Happy; Dance; Funk; Smooth,Drums; Electronic Drums; Bass Guitar; Percussion; Electric Piano; Rhodes; Clavinet; Flute; Sound Effects
10/20/20 06:17PM,313,Front-line uniform capacity,Gris,Eligia Llamas Menendez,Seve Jordán-Anaya,2:42,Rock,Indie,Jody Cabrera; Rhonda Clark; Jeff Holt; Todd Robinson; Richard Baker,Upbeat; Fun; Happy; Uplifting; Summer; Beach; Party; Feel Good; Good Vibes; Sun; Surf,Electric Guitar; Drums; Bass Guitar; Cowbell; Percussion
10/21/20 12:57PM,314,Quality-focused object-oriented software,Lima,Daniela Barrios Gilabert,Chus Gámez Ojeda,1:35,Holiday,Christmas,Rebecca Vega; Chad Murray; Kenneth Johnson; Mark Salinas; Peter Reeves,Happy; Emotional; Cheer; Fun; Feel Good; Holidays; Christmas; halmark; Family; Love; Heartfelt; Snow,Piano; Strings; Upright Bass; Celesta
10/21/20 01:17PM,315,Synergistic logistical approach,Violeta cardo,Maximiano Álvarez,Martin Calixto Carrasco Enríquez,1:27,Holiday,Christmas,Chad Smith; Alyssa Thomas; Eduardo Smith; Kenneth Johnson; Daniel Turner,Upbeat; Feel Good; Happy; Fun; Holidays; Lively; Cheer; Good Times; Christmas; Hallmark; Bells; sleigh; Snow; Winter,Bass Guitar; Electric Guitar; Drums; Percussion; Electric Piano; Tambourine
10/21/20 02:49PM,316,Mandatory mission-critical software,Gris gainsboro (Estaño),Otilia Genoveva Arranz Nogués,Lourdes Jurado Luz,1:25,Holiday,Christmas,Mr. Eddie Mendoza DDS; David Ramos; Alexander Sullivan; Cindy Lopez; Philip Campbell,Slow; Sad; reflective; Emotional; Heartfelt; Holidays; Famly; Love; Winter; Snow; longing; Loss,Piano; Strings; Upright Bass; Glockenspiel; Chimes
10/21/20 02:53PM,317,Team-oriented modular migration,Marrón madera rústica,Claudio Albino Fabra Gual,Armando Galán,1:49,Holiday,Christmas,Robert Wilson; James Morgan; Alexa Williams; Jessica Lamb; Veronica Wagner,Upbeat; Fun; Happy; Christmas; Cheer; Feel Good; bouncy; Lively; Good Times; Winter; Hallmark; Snow,Piano; Trumpet; Harp; Bass Guitar; Drums; Brass Section; Glockenspiel; Brass
10/21/20 03:38PM,318,Exclusive multi-tasking interface,Azul Alicia,María Manuela Fortuny Trujillo,Benito Ibarra,3:24,Rock,Indie,Lauren Beard; David Medina; Christopher Nelson; Christopher Jenkins; Allen Shields,Upbeat; Happy; Rock; Edgy; Angst; Intense; Hardcore; Indie Rock; focused; Determined; driven,Electric Guitar; Drums; Bass Guitar; Piano; Electric Piano; Cowbell; Percussion
10/21/20 05:20PM,319,Persistent zero tolerance open architecture,Azul Alicia,María Manuela Fortuny Trujillo,Benito Ibarra,1:52,Hip Hop,Modern,Seth Dominguez; Brandon Archer; Jessica Mills; Sean Clarke; Tyler Williams,Upbeat; Happy; Dynamic; Intense; Challenge; Determined,Electronic Drums; Synth Bass; Brass; Flute; Synthesizer; Percussion
10/21/20 05:27PM,320,Customizable content-based implementation,Marrón madera rústica,Alfredo Ródenas Valderrama,Juan Cepeda,1:23,Hip Hop,Modern,Kathryn Davila; Lucas Gonzalez; Charles Ortiz; Kristen Velez; Arthur Hood,Upbeat; Chill; focused; driven; Determined; Intense,Bells; Synth Bass; Brass; Synthesizer; Electronic Drums; Percussion
10/23/20 12:46PM,321,Secured logistical moderator,Oliva,Eleuterio de Alonso,Camila Herranz Zamorano,2:48,Rock,Indie,  ,Upbeat; Intense; Angst; Edgy; Hardcore; Loud,Electric Guitar; Drums; Electric Piano; Percussion; Bass Guitar; Organ
10/23/20 02:26PM,322,Profound bi-directional Graphic Interface,Marrón madera rústica,Claudio Albino Fabra Gual,Armando Galán,2:43,Rock,Indie,Amber Collins; William Solis; Kelsey Gordon; Melinda Holt; Julie Tucker,Upbeat; Good Vibes; Fun; Happy; Feel Good; Summer; Lively,Drums; Bass Guitar; Electric Guitar; Organ; Synthesizer; Percussion
10/23/20 02:50PM,323,Mandatory neutral database,Marrón cuero,Juan Carlos Adadia,Bibiana Pinilla,2:40,Hip Hop,Modern,Mark Knight; Casey Galvan; Ebony Fischer; Edward Edwards; Summer Everett,Upbeat; Rhythmic; Chill; Good Vibes; kickback; Groove,Bass Guitar; Drums; Tambourine; Shakers Maracas; Percussion; Bongos; Piano; Synth Pad; Synthesizer; Electronic Drums
10/23/20 04:44PM,324,Reduced bandwidth-monitored methodology,Lima,Daniela Barrios Gilabert,Chus Gámez Ojeda,1:38,Hip Hop,Modern,Linda Hill; Zachary Kelly; Kenneth Butler; William Johnson; Stephanie Zimmerman,Upbeat; Party; Fun; Feel Good; Dance; Drinking,Percussion; Synthesizer
10/23/20 05:09PM,325,Front-line homogeneous product,Azul Alicia,María Manuela Fortuny Trujillo,Benito Ibarra,1:38,Hip Hop,Modern,Margaret Powell; Matthew Nash; Lisa Romero; Adrian Holmes; Tracy Reed,Upbeat; Pensive; Party; Drinking; Chill; Club,Percussion; Synth Pad; Synthesizer
10/23/20 05:35PM,326,Synchronized reciprocal array,Gris,Eligia Llamas Menendez,Seve Jordán-Anaya,1:39,Hip Hop,Modern,Leslie Summers; Victoria Elliott; Kimberly Armstrong; Sarah Randall; Scott Williams,Upbeat; Chill; Party; Club; Drinking; kickback,Keyboards; Synth Pad; Percussion
10/23/20 06:26PM,327,Synergized even-keeled access,Azul cielo profundo,Angélica Uriarte Carrillo,Jordán Mármol Bilbao,1:35,Hip Hop,Modern,Julie Rodriguez; Nicole Dickson; Kathryn Davila; Ellen Terry; Edward Kelly,Upbeat; Intense; Tension; Drinking; Determined; driven,Electronic Drums; Brass; Bells; Synthesizer; Synth Bass; Percussion
10/27/20 09:34AM,328,Cross-platform web-enabled algorithm,Rojo oscuro,Reyes Collado-Ferrera,Elizabeth Riddle,2:50,Rock,Metal,Nathan Watts; Jesse Hunter; Rachael Franklin; Amy Harrington; Christopher Hawkins,Upbeat; Intense; Angst; Hardcore; Powerful; Loud,Percussion; Electric Guitar; Bass Guitar
10/27/20 06:56PM,329,Customer-focused intermediate installation,Verde pálido,Cristóbal Cid Santamaria,Nayara Sarabia Coca,2:37,Rock,Indie,Jessica Mills; Melissa Bailey; Aaron Tran; Clayton Crawford; April Carter,Chill; Good Vibes; Relaxed; Pensive; reflective; focused; Emotional,Bass Guitar; Electric Guitar; Piano; Electric Piano; Drums; Synth Pad; Synthesizer; Percussion
10/28/20 01:23PM,330,Realigned empowering leverage,Violeta cardo,Maximiano Álvarez,Martin Calixto Carrasco Enríquez,1:25,Holiday,Christmas,Nicole Russo; Deanna Johnson; Bethany Kelly; Kenneth Moore; Mathew Foster,Happy; Holidays; Hallmark; Winter; Christmas; Snow; Peaceful; warm,Celesta; Percussion; Strings; Piano; Bells
10/28/20 06:36PM,331,Diverse 24/7 capacity,Gris gainsboro (Estaño),Otilia Genoveva Arranz Nogués,Lourdes Jurado Luz,1:30,Hip Hop,Modern,Chelsea Williams; Chelsea Sexton; Samuel Ray; Glenda Harris; Bryan Martin,Upbeat; Chill; focused; driven; Determined; Tension,Electronic Drums; Brass; Synth Bass; Synthesizer; Percussion
10/28/20 07:13PM,332,Persevering bi-directional intranet,Verde pálido,Cristóbal Cid Santamaria,Nayara Sarabia Coca,2:45,Rock,Indie,Gerald Henry; Ricky Jacobs; Cindy Jimenez; Angela Garcia; Melissa Bates,Upbeat; Feel Good; reflective; Emotional; Heartfelt; Relaxed; Coming of age,Bass Guitar; Drums; Tambourine; Piano; Electric Guitar; Electric Piano; Synth Pad; Synthesizer; Vibraphone; Percussion
10/29/20 02:55PM,333,User-centric 5thgeneration project,Rojo oscuro,Reyes Collado-Ferrera,Eusebia Colom Valcárcel,1:46,Hip Hop,Modern,Ann Mueller; Jacob Richardson; Stephanie Zimmerman; Cynthia Wright; Angela Lewis,Upbeat; Chill; Feel Good; lowkey; Drinking; focused,Keyboards; Synth Pad; Synthesizer
10/29/20 11:08PM,334,Enhanced content-based process improvement,Naranja,Ignacio Lopez,Benigno Cornejo Castelló,1:42,Hip Hop,Hardcore,Brandy Miller; Mitchell Patton; Dr. Cody Arnold; Micheal Short; Fred Ashley,Party; Drinking; Upbeat; Dance; Club; lit,Synthesizer; Synth Pad; Percussion
10/30/20 12:18PM,335,Multi-layered systemic moderator,Verde primavera,Haydée Jáuregui Jódar,Francisca Garzón Ojeda,1:33,Holiday,Christmas,Heather Marshall DVM; Seth Lee; Victor Morales; Crystal Johnson DDS; Christopher Nelson,Upbeat; Happy; Holidays; halmark; Winter; Snow; sleigh; feeel good; Christmas,Acoustic Guitar; Mandolin; Drums; Bells; Chimes; Bass Guitar; Synthesizer; Percussion; Cymbals; Electric Guitar
11/02/20 05:16PM,336,Cross-platform multi-tasking superstructure,Azul cielo profundo,Angélica Uriarte Carrillo,Jordán Mármol Bilbao,1:54,Hip Hop,Modern,Veronica Wagner; Steven Clark; Gary Yu; Kathryn Davila; Robin Lewis,Chill; Determined; focused; driven; Angst; Tension,Brass; Bells; Synth Bass; Electronic Drums; Synthesizer; Flute; Piano; Percussion
11/02/20 08:59PM,337,Optional incremental knowledge user,Oliva,Eleuterio de Alonso,Camila Herranz Zamorano,1:29,Hip Hop,Modern,Mark Grimes; Matthew Nash; Briana Romero; Judith Shea; Samantha Hart,Upbeat; focused; kickback; Determined; driven; Tension,Synthesizer; Electronic Drums; Synth Pad; Cymbals; Brass; Sound Effects; Percussion
11/05/20 10:49PM,338,Reduced background data-warehouse,Naranja,Ignacio Lopez,Benigno Cornejo Castelló,1:57,Hip Hop,Modern,James Hernandez; Nicole Fields; Dr. Cody Arnold; Abigail Calderon; Jay Cobb,Upbeat; focused; Determined; Tension; driven; Dynamic,Brass; Bells; Electronic Drums; Synth Bass; Synthesizer; Percussion
11/09/20 12:59PM,339,Total contextually-based initiative,Marrón madera rústica,Alfredo Ródenas Valderrama,Juan Cepeda,1:42,Hip Hop,Hardcore,Heather Johnson; Angela Garcia; David Roberts; Amanda Wells; James Reynolds,Upbeat; Party; Drinking; Fun; Chill; Hardcore,Percussion; Synthesizer; Synth Pad
11/09/20 01:00PM,340,Down-sized regional groupware,Verde primavera,Haydée Jáuregui Jódar,Francisca Garzón Ojeda,1:39,Hip Hop,Modern,Samuel Ray; Miss Kimberly Long; Margaret Hebert; Justin Valenzuela; Lori Harrison,Upbeat; focused; kicback; Chill; Party; Drinking,Keyboards; Percussion; Synth Pad
11/11/20 02:20PM,341,Total even-keeled standardization,Azul violeta,Ximena Company Doménech,Pascual Rubio Nebot,1:45,Americana,None,Steven Campbell; Lisa Scott; Kenneth Moore; Melinda Holt; Samuel Ray,Upbeat; Happy; Feel Good; Easy Listening; Light Hearted; Outdoors,Violin; Bass Guitar; Drums; Shakers Maracas; Electric Guitar; Electric Piano; Synth Pad; Percussion
11/11/20 04:53PM,342,Exclusive static paradigm,Azul cielo profundo,Angélica Uriarte Carrillo,Jordán Mármol Bilbao,1:37,Americana,None,Lindsay Silva; Teresa Powell; Jeffrey Lambert; Darren Duran; Edward Kelly,Upbeat; focused; driven; Determined; Angst; Edgy,Bass Guitar; Drums; Tambourine; Piano; Electronic Drums; Sound Effects; Percussion
